%:382	% 120:1	% 13:1	% 150:1	% 180:1	% 2:1	% 26:1	% 30:2	% 60:2	% 6\/2:1
% 90:2	% NULL:47	% a:4	% above:2	% according:2	% aim:1	% and:10	% as:1	% at:3	% before:2
% below:1	% black:1	% bond:2	% bonds:1	% boost:1	% britain:1	% by:2	% compared:2	% convertible:1	% decline:6
% default:1	% drop:8	% five:1	% for:1	% friday:2	% from:20	% gain:4	% germany:1	% goldman:1	% growth:2
% had:1	% have:1	% high:1	% higher:2	% however:1	% if:1	% in:32	% increase:8	% interest:5	% is:1
% issue:5	% its:1	% japan:1	% jump:3	% last:5	% loss:1	% low:1	% month-to-month:1	% more:2	% mr.:1
% near:1	% norway:1	% notes:1	% of:45	% offered:1	% on:6	% one:5	% or:2	% over:1	% partner:1
% plunge:1	% profit:1	% rate:2	% reduction:1	% reflecting:1	% reimburse:1	% return:3	% rise:3	% sales:1	% say:1
% securities:2	% senior:1	% share:1	% since:1	% six:3	% so:1	% stake:6	% standard:2	% subordinated:1	% switzerland:1
% the:2	% this:1	% three:4	% through:1	% to:42	% two:1	% up:1	% wage:1	% well:1	% were:1
% when:2	% while:4	% with:4	% year-to-year:1	&:80	& antiques:1	& associates:1	& banking:2	& barrow:1	& bradstreet:1
& clark:1	& co:10	& co.:29	& decker:1	& equity:1	& flom:1	& gamble:5	& health:1	& jenrette:1	& johnson:1
2000 NULL:1	2000 and:1	2000 it:1	2000 the:1	2003\/2007:1	2003\/2007 ended:1	2008:1	2008 thúy:1	2008 thúy và:1	201.7:1
201.7 million:1	2010-2013:1	2010-2013 họ:1	2010-2013 họ lừa:1	2011:1	2011 were:1	2012:2	2012 lan:1	2012 lan lại:1	2012 đến:1
2012 đến giữa:1	2013:1	2013 nhóm:1	2013 nhóm này:1	2015:1	2015 có:1	2015 có gần:1	2018:1	2018 was:1	2019:1
2019 was:1	2020:1	2020 NULL:1	2023:1	2023 was:1	2027:1	2027 was:1	2029.7:1	2029.7 off:1	203.56:2
203.56 points:2	204.2:2	204.2 points:2	204s:1	204s NULL:1	205:2	205 million:2	2076.8:1	2076.8 off:1	208:1
208 million:1	21:11	21 %:4	21 a:1	21 opinions:1	21 to:1	21 tuổi:3	21 tuổi cầm:1	21 tuổi ngồi:1	21 tuổi ngụ:1
21 vụ:1	21 vụ kiện:1	2100:1	2100 between:1	212.1:1	212.1 million:1	214.73:1	214.73 up:1	215.3:1	215.3 as:1
2163.4:3	2163.4 down:1	2163.4 its:2	219:1	219 million:1	21\/32:1	21\/32 to:1	22:8	22 %:4	22 NULL:1
22 at:1	22 million:1	22 under:1	22.1:1	22.1 million:1	22.125:3	22.125 a:1	22.125 to:2	22.2:1	22.2 million:1
22.5:1	22.5 million:1	22.6:1	22.6 %:1	22/8:1	22/8 bị:1	22/8 bị can:1	222:1	222 7\/8:1	222.3:1
222.3 in:1	222.875:2	222.875 NULL:1	222.875 on:1	223.0:1	223.0 was:1	224:1	224 down:1	225:4	225 blue-chip:1
225 million:1	225 selected:1	225 stocks:1	225,000:1	225,000 bid:1	228,000:1	228,000 up:1	23:6	23 %:1	23 a:1
23 cents:2	23 from:1	23 years:1	23-day:1	23-day strike:1	23.00:1	23.00 in:1	23.6:1	23.6 million:1	230.8:1
230.8 million:1	232.8:1	232.8 million:1	233.6:1	233.6 million:1	24:6	24 %:2	24 NULL:1	24 are:1	24 million:1
24 runs:1	24-hour:1	24-hour 900:1	24.875:1	24.875 to:1	240:3	240 and:1	240 million:2	240,000:1	240,000 minicars:1
245:2	245 million:1	245 pages:1	24\/32:1	24\/32 to:1	25:21	25 %:4	25 NULL:2	25 a:1	25 cents:5
25 countries:1	25 hits:1	25 million:4	25 minutes:2	25 units:1	25,000:1	25,000 NULL:1	25,000-member:1	25,000-member machinists:1	25-a-share:1
25-a-share in:1	25-point:1	25-point downdraft:1	25.2:1	25.2 million:1	25.25:1	25.25 a:1	250:8	250 a:5	250 and:1
250 companies:1	250 million:1	250,000:2	250,000 for:1	250,000 passengers:1	250-point:1	250-point decline:1	250.17:1	250.17 billion:1	251:1
251 million:1	254:1	254 million:1	256,000:1	256,000 asked:1	258:1	258 million:1	26:4	26 cents:1	26 tuổi:1
26 tuổi thành:1	26 tỷ:1	26 tỷ đồng:1	26 weeks:1	26,000:2	26,000 noncontract:1	26,000 units:1	26-week:1	26-week bills:1	26.02:1
26.02 and:1	26.68:1	26.68 billion:1	260:1	260 language:1	2600:1	2600 up:1	2600.88:1	2600.88 NULL:1	2601.70:1
2601.70 NULL:1	261.3:1	261.3 million:1	264.6:1	264.6 million:1	265:1	265 million:1	2657.38:5	2657.38 NULL:1	2657.38 on:1
2657.38 panic:1	2657.38 the:1	2657.38 up:1	268:1	268 million:1	26\/32:1	26\/32 to:1	27:5	27 %:2	27 a:1
27 from:1	27 points:1	27-point:1	27-point loss:1	27.5:1	27.5 %:1	274:1	274 this:1	275,000:1	275,000 set:1
275-a-share:1	275-a-share offer:1	279.1:1	279.1 million:1	28:8	28 %:3	28 1973:1	28 million:2	28 painewebber:1	28 tuổi:1
28 tuổi và:1	28.1:1	28.1 million:1	28.5:1	28.5 million:1	280:1	280 million:1	281:1	281 million:1	283:1
283 NULL:1	283.7:1	283.7 million:1	285:1	285 planes:1	288:1	288 million:1	289.7:1	289.7 million:1	29:5
29 billion:1	29 issue:1	29 of:1	29 per-share:1	29 reached:1	29.4:1	29.4 %:1	29.6:1	29.6 points:1	29.62:1
29.62 billion:1	296.6:1	296.6 million:1	2:30:2	2:30 3:30:1	2:30 p.m.:1	3:21	3 %:3	3 1\/4:2	3 NULL:2
3 billion:3	3 bình:1	3 bình axit:1	3 can:1	3 can nhựa:1	3 failed:1	3 million:3	3 skipper:1	3 với:2	3 với quỳnh:2
3 vừa:1	3 vừa qua:1	3 đại:1	3 đại diện:1	3,000:2	3,000 hours:1	3,000 promotion:1	3,111,000:1	3,111,000 common:1	3,900:1
3,900 independent:1	3-0:1	3-0 ruling:1	3-4-5:1	3-4-5 hitters:1	3-for-3:1	3-for-3 at:1	3.04:1	3.04 a:1	3.05:1
3.05 cents:1	3.1:3	3.1 million:3	3.12:1	3.12 billion:1	3.125:2	3.125 NULL:1	3.125 at:1	3.17:1	3.17 billion:1
3.2:5	3.2 %:4	3.2 million:1	3.22:1	3.22 a:1	3.3:1	3.3 %:1	3.30:2	3.30 a:1	3.30 to:1
3.33:1	3.33 a:1	3.35:2	3.35 a:1	3.35 to:1	3.38:1	3.38 %:1	3.4:2	3.4 billion:1	3.4 million:1
3.40:2	3.40 a:2	3.46:1	3.46 billion:1	3.49:1	3.49 a:1	3.5:1	3.5 %:1	3.50:1	3.50 a:1
3.7:1	3.7 million:1	3.76:1	3.76 a:1	3.8:2	3.8 %:1	3.8 million:1	3.80:1	3.80 %:1	3.84:1
3.84 billion:1	3.9:2	3.9 million:2	3.90:1	3.90 an:1	30:41	30 %:7	30 1972:1	30 1988:2	30 NULL:2
30 based:1	30 billion:2	30 blue:1	30 blue-chip:1	30 cents:1	30 days:7	30 days.:1	30 for:1	30 from:1	30 million:1
30 minutes:2	30 of:1	30 points:1	30 pre-18th-century:1	30 regional:1	30 top:1	30 triệu:1	30 triệu đồng:1	30 west:1	30 year:1
30 years:2	30,000:2	30,000 at:1	30,000 of:1	30-day:2	30-day estimate:1	30-day review:1	30-foot:1	30-foot section:1	30-minute:1
30-minute foul-up:1	30-second:1	30-second lever:1	30-share:1	30-share index:1	30-year:5	30-year bond:2	30-year bonds:1	30-year mortgage:1	30-year treasury:1
30.3:1	30.3 %:1	30.4:1	30.4 million:1	30.6:1	30.6 million:1	300:5	300 a:1	300 ad:1	300 marks:1
300 million:2	300-a-share:4	300-a-share back-up:2	300-a-share bid:1	300-a-share takeover:1	300-day:1	300-day estimate:1	3000:1	3000 dow:1	301:1
301 NULL:1	306,000:1	306,000 shares:1	309:1	309 marks:1	30\/32:1	30\/32 point:1	31:19	31 %:3	31 1987:2
31 1988:1	31 1989:1	31 1991:1	31 NULL:1	31 after:1	31 cents:1	31 deadline:1	31 from:1	31 of:1	31 omnicare:1
31 pace:1	31 partly:1	31 points:1	31 to:1	31-year-old:1	31-year-old mr.:1	31.5:1	31.5 million:1	31.50:1	31.50 a:1
310:1	310 million:1	310.9:1	310.9 million:1	314.6:1	314.6 million:1	32:3	32 a:1	32 cents:1	32 tuổi:1
32 tuổi NULL:1	32-story:1	32-story apartment:1	320.5:1	320.5 million:1	3200:1	3200 one:1	322:2	322 million:2	323.85:1
323.85 the:1	328.85:1	328.85 for:1	329,600:1	329,600 metric:1	33:4	33 %:2	33 marks:1	33 million:1	3393.51:1
3393.51 off:1	34:3	34 cents:2	34 insolvent:1	34.375:1	34.375 a:1	343,333:1	343,333 NULL:1	34468.69:1	34468.69 down:1
347:1	347 million:1	34903.80:1	34903.80 as:1	35:5	35 %:3	35 million:2	35-nation:1	35-nation environmental:1	35-year-old:1
35-year-old masseuse:1	350,000:1	350,000 achievement:1	35087.38:1	35087.38 NULL:1	35133.83:1	35133.83 NULL:1	353,500:1	353,500 bid:1	354:1
354 million:1	36:4	36 %:1	36 a:1	36 million:1	36 who:1	36.2:1	36.2 million:1	360-day:1	360-day year:1
361,000:1	361,000 or:1	365-day:1	365-day year:1	3655.40:1	3655.40 NULL:1	367.30:1	367.30 an:1	37:5	37 %:2
37 million:2	37 tuổi:1	37 tuổi nguyễn:1	37.375:1	37.375 a:1	37.5:3	37.5 cents:3	37.6:1	37.6 %:1	371.20:1
371.20 after:1	374:1	374 NULL:1	375:1	375 million:1	38:2	38 schlumberger:1	38 south:1	38.5:1	38.5 million:1
39:1	39 that:1	39.4:1	39.4 million:1	39.6:1	39.6 %:1	39.68:1	39.68 billion:1	390,000:1	390,000 down:1
393:1	393 million:1	3:15:3	3:15 london:1	3:15 p.m.:2	3:30:2	3:30 4:30:1	3:30 after:1	3:45:1	3:45 after:1
3\/32:1	3\/32 for:1	3\/4:20	3\/4 %:8	3\/4 NULL:2	3\/4 at:2	3\/4 on:1	3\/4 point:3	3\/4 points:1	3\/4 to:3
3\/8:2	3\/8 %:1	3\/8 to:1	4:31	4 %:6	4 -:1	4 - đồng:1	4 1988:1	4 1989:1	4 NULL:2
4 billion:3	4 but:1	4 cũ:1	4 cũ NULL:1	4 giá:1	4 giá 100:1	4 killings:1	4 million:2	4 người:1	4 người thân:1
4 nhát:1	4 nhát vào:1	4 năm:1	4 năm nay:1	4 p.m.:2	4 to:2	4 tourism:1	4 was:1	4 đã:1	4 đã bị:1
4 đợt:1	4 đợt cất:1	4,555:1	4,555 in:1	4-for-1:1	4-for-1 stock:1	4.13:1	4.13 a:1	4.17:1	4.17 billion:1
4.19:1	4.19 billion:1	4.2:2	4.2 billion:2	4.25:1	4.25 NULL:1	4.3:1	4.3 %:1	4.5:1	4.5 %:1
4.6:4	4.6 %:2	4.6 million:2	4.65:1	4.65 a:1	4.67:1	4.67 a:1	4.7:1	4.7 million:1	4.81:1
4.81 a:1	4.875:1	4.875 %:1	4.92:1	4.92 a:1	4/10:1	4/10 nữ:1	4/10 nữ quái:1	4/11/2013:1	4/11/2013 ông:1
4/11/2013 ông chấn:1	4/2014:1	4/2014 donald:1	4/2014 donald jack:1	40:16	40 %:8	40 billion:1	40 cents:1	40 italian:1	40 million:1
40 minutes:1	40 traders:1	40 vụ:1	40 vụ đã:1	40 years:1	40,000:1	40,000 nynex:1	40-million-ton-a-year:1	40-million-ton-a-year flat-rolled:1	40-year:1
40-year history:1	400:5	400 megawatts:1	400 million:1	400 million-share:1	400 of:1	400 traders:1	405,000:1	405,000 asked:1	41:3
41 cents:1	41 million:1	41 warehouse-club:1	41,000:1	41,000 bell:1	41-year-old:1	41-year-old san:1	41.1:1	41.1 million:1	41.4:1
41.4 million:1	41.8:1	41.8 millon:1	410:1	410 irish:1	414:1	414 million:1	416:1	416 million:1	416,290,000:3
416,290,000 shares:3	416.3:1	416.3 million:1	42:4	42 %:2	42 points:1	42 years:1	42-year:1	42-year history:1	42.25:1
42.25 billion:1	423.3:1	423.3 yen:1	425:1	425 and:1	425,000:1	425,000 in:1	43:4	43 %:1	43 1\/4:2
43 on:1	43.5:1	43.5 million:1	43.7:1	43.7 million:1	435.11:1	435.11 points:1	439:1	439 companies:1	439.3:1
439.3 million:1	44:5	44 %:2	44 cents:1	44 years:2	44.125:1	44.125 NULL:1	44.3:1	44.3 million:1	44.625:1
44.625 down:1	444.9:1	444.9 million:1	45:5	45 %:1	45 he:1	45 million:1	45 minutes:1	45 years:1	45-a-share:1
45-a-share offer:1	45-year-old:1	45-year-old former:1	45.66:1	45.66 or:1	450.7:1	450.7 million:1	457.7:2	457.7 million:1	457.7 yen:1
46:1	46 %:1	460.98:1	460.98 NULL:1	462.8:1	462.8 million:1	469.4:1	469.4 million:1	47%-controlled:1	47%-controlled by:1
47,000:1	47,000 for:1	47.9:1	47.9 million:1	471.60:1	471.60 and:1	473.29:1	473.29 by:1	473.9:1	473.9 million:1
474.1:1	474.1 million:1	478.9:1	478.9 million:1	48:1	48 hours:1	48.2:1	48.2 million:1	488:1	488 million:1
49:4	49 %:1	49 NULL:1	49 big:1	49 was:1	49,000-plus:1	49,000-plus seats:1	496:1	496 million:1	4:30:1
4:30 NULL:1	4\/4:1	4\/4 time:1	5:17	5 %:8	5 NULL:1	5 a.m.:1	5 amr:1	5 billion:1	5 come:1
5 cover:1	5 mua:1	5 mua 3:1	5 sau:1	5 sau 10:1	5 the:1	5,000:1	5,000 from:1	5,500,000:1	5,500,000 NULL:1
5,700:1	5,700 the:1	5-0:1	5-0 decision:1	5-1:1	5-1 where:1	5-for-24:1	5-for-24 here:1	5.163:1	5.163 NULL:1
5.17:1	5.17 billion:1	5.245:1	5.245 %:1	5.27:1	5.27 billion:1	5.33:1	5.33 a:1	5.35:1	5.35 a:1
5.4:2	5.4 %:1	5.4 billion:1	5.42:1	5.42 billion:1	5.43:1	5.43 a:1	5.5:2	5.5 %:1	5.5 million:1
5.50:1	5.50 a:1	5.65:2	5.65 billion:2	5.74:1	5.74 NULL:1	5.8:2	5.8 million:2	5.81:1	5.81 billion:1
5.83:1	5.83 a:1	5.99:1	5.99 billion:1	50:22	50 %:7	50 a:1	50 billion:2	50 cents:2	50 million:8
50 pence:1	50 people:1	50,000:3	50,000 and:2	50,000 as:1	50-50:1	50-50 joint:1	50-year-old:1	50-year-old chain-smoking:1	50.3:1
50.3 %:1	500:15	500 NULL:1	500 broker:1	500 bảng:1	500 bảng anh:1	500 contract:2	500 contracts:1	500 futures:2	500 happens:1
500 has:1	500 index:1	500 market:1	500 pit:1	500 profit:1	500 stock-index:1	500,000:3	500,000 mostly:1	500,000 passenger:1	500,000 shares:1
500-stock:2	500-stock index:2	504:1	504 punts:1	51:8	51 %:6	51 NULL:1	51 was:1	51-year-old:1	51-year-old co-owner:1
51.75:1	51.75 down:1	516:1	516 tons:1	52:2	52 corporate:1	52 years:1	52.7:1	52.7 billion:1	523.6:1
523.6 a:1	526.2:1	526.2 million:1	53:3	53 cents:1	53 million:1	53 tuổi:1	53 tuổi mẫn:1	53.875:1	53.875 NULL:1
54:3	54 %:1	54 million:1	54 yugoslav-born:1	548.9:1	548.9 million:1	55:2	55 million:2	55,000:2	55,000 NULL:1
55,000 machinists:1	55.375:1	55.375 up:1	550:3	550 usd:3	550 usd cho:1	550 usd rồi:1	550 usd vào:1	550,000:1	550,000 set:1
56:4	56 %:2	56 7\/8:1	56 tuổi:1	56 tuổi cầm:1	56.1:1	56.1 million:1	56.875:3	56.875 monday:1	56.875 to:2
560,839:1	560,839 shares:1	57:3	57 NULL:1	57 cents:1	57 million:1	57.125:1	57.125 a:1	574.7:1	574.7 million:1
576:1	576 million:1	578:1	578 NULL:1	58:2	58 %:1	58 cents:1	58.9:1	58.9 million:1	580.4:1
580.4 million:1	59:2	59 NULL:1	59 cents:1	5:30:1	5:30 a.m.:1	5\/32:1	5\/32 NULL:1	5\/8:3	5\/8 %:1
5\/8 at:1	5\/8 point:1	6:17	6 %:3	6 1990:1	6 3\/4:1	6 NULL:1	6 all:1	6 billion:2	6 million:1
6 người:1	6 người bị:1	6 nạn:2	6 nạn nhân:2	6 through:1	6 to:3	6,930,000:1	6,930,000 from:1	6-4:1	6-4 margin:1
6.02:1	6.02 a:1	6.03:1	6.03 billion:1	6.1:1	6.1 billion:1	6.20:1	6.20 billion:1	6.25:1	6.25 %:1
6.31:1	6.31 to:1	6.5:3	6.5 %:3	6.52:1	6.52 a:1	6.69:1	6.69 a:1	6.7:1	6.7 %:1
6.79:1	6.79 billion:1	6.9:3	6.9 %:1	6.9 million:1	6.9 on:1	6.99:1	6.99 %:1	60:12	60 %:4
60 billion:1	60 days:3	60 floors:1	60 million:1	60 points:2	60,000:1	60,000 additional:1	60-second:1	60-second radio:1	60.9:1
60.9 %:1	600:7	600 after:1	600 by:1	600 megawatts:1	600 million:2	600 million-share:1	600 points:1	600-point:1	600-point drop:1
600-ship:1	600-ship navy:1	61:1	61 million:1	615:1	615 million:1	615,000:1	615,000 face:1	618:1	618 hospitals:1
618.69:1	618.69 points:1	62:4	62 cents:2	62 million:1	62 seats:1	62.5:2	62.5 cents:2	63:5	63 centrust:1
63 million:1	63 of:1	63 tuổi:1	63 tuổi ở:1	63 years:1	63.52:4	63.52 in:1	63.52 points:3	64:3	64 %:1
64 cents:1	64 common-stock:1	642.2:1	642.2 million:1	647:1	647 NULL:1	647.33:2	647.33 points:2	65:8	65 %:3
65 anti-toxic:1	65 cents:1	65 million:1	65 tuổi:1	65 tuổi cựu:1	65 who:1	65.6:1	65.6 million:1	66:3	66 3\/4:1
66 cents:1	66 who:1	664.83:1	664.83 points:1	67:1	67 %:1	68:3	68 %:1	68 cents:1	68 million:1
68.3:1	68.3 million:1	69:5	69 below:1	69 cents:2	69 for:1	69 tuổi:1	69 tuổi quản:1	6\/2:1	6\/2 rate:1
6s:1	6s laptop:1	6s laptop và:1	7:19	7 %:8	7 1\/2:1	7 1\/4:3	7 1\/8:1	7 NULL:1	7 a:1
7 billion:1	7 million:1	7 người:1	7 người liên:1	7 tỷ:1	7 tỷ đồng:1	7,000:2	7,000 contracts:1	7,000 copies:1	7,2:4
7,2 tỷ:4	7,2 tỷ đồng:4	7,5:1	7,5 triệu:1	7,5 triệu đồng:1	7,500:1	7,500 shares:1	7,500-share:1	7,500-share sell:1	7,800:1
7,800 participants:1	7-a-share:1	7-a-share tender:1	7.1:1	7.1 %:1	7.16:1	7.16 %:1	7.2:4	7.2 %:1	7.2 billion:1
7.2 million:2	7.20:1	7.20 %:1	7.3:1	7.3 %:1	7.32:1	7.32 %:1	7.35:1	7.35 %:1	7.36:1
7.36 %:1	7.37:2	7.37 %:2	7.42:2	7.42 %:2	7.5:3	7.5 %:2	7.5 as:1	7.54:2	7.54 billion:2
7.58:1	7.58 billion:1	7.6:1	7.6 million:1	7.72:1	7.72 %:1	7.8:2	7.8 %:1	7.8 million:1	7.82:1
7.82 %:1	7.84:1	7.84 %:1	7.875:1	7.875 %:1	7.9:1	7.9 %:1	7.95:1	7.95 %:1	7.97:2
7.97 %:2	7.98:1	7.98 %:1	7/2013:1	7/2013 trong:1	7/2013 trong đơn:1	70:2	70 %:1	70 points:1	70,000:1
70,000 barrels:1	70.5:3	70.5 or:2	70.5 points:1	700:2	700 million:1	700 triệu:1	700 triệu đồng:1	700,000:2	700,000 NULL:1
700,000 at:1	71:1	71 branches:1	72:2	72 %:1	72 cents:1	74:2	74 %:1	74 actor:1	74.4:1
74.4 million:1	74.48:1	74.48 cents:1	749:1	749 and:1	75:8	75 %:1	75 cents:5	75 million:1	75 minutes:1
75-day:1	75-day trial:1	75.625:1	75.625 and:1	75.8:1	75.8 million:1	750:2	750 million:1	750 workers:1	757:1
757 million:1	76:2	76 NULL:1	76 million:1	76-story:1	76-story structure:1	76.50:3	76.50 NULL:2	76.50 as:1	76.9:1
76.9 million:1	77:2	77 %:1	77 cents:1	77-year-old:1	77-year-old sisulu:1	78:2	78 cents:1	78 days:1	78.50:1
78.50 NULL:1	78.6:1	78.6 %:1	79:1	79 cents:1	79.3:1	79.3 points:1	791:1	791 million:1	7:30:2
7:30 a.m.:1	7:30 p.m.:1	7\/16:1	7\/16 %:1	7\/8:3	7\/8 bid:1	7\/8 on:1	7\/8 to:1	8:25	8 %:3
8 1\/2:5	8 3\/4:3	8 3\/8:1	8 5\/8:1	8 7\/16:1	8 a.m:2	8 and:1	8 billion:2	8 chân:1	8 chân dung:1
8 million:3	8 người:1	8 người đi:1	8 triệu:1	8 triệu đồng:1	8,000:1	8,000 from:1	8.02:2	8.02 %:2	8.05:1
8.05 %:1	8.1:1	8.1 %:1	8.15:1	8.15 %:1	8.2:2	8.2 million:2	8.20:1	8.20 %:1	8.26:1
8.26 %:1	8.27:1	8.27 %:1	8.3:2	8.3 %:1	8.3 billion:1	8.33:1	8.33 %:1	8.35:1	8.35 %:1
8.36:1	8.36 %:1	8.4:3	8.4 %:1	8.4 million:2	8.40:5	8.40 %:5	8.49:1	8.49 %:1	8.5:1
8.5 NULL:1	8.50:2	8.50 %:2	8.70:2	8.70 %:1	8.70 to:1	8.8:2	8.8 %:1	8.8 million:1	8/2003:1
8/2003 khi:1	8/2003 khi công:1	80:11	80 %:4	80 a:1	80 down:1	80 million:2	80 out:1	80 times:1	80 to:1
80,000:2	80,000 contracts:1	80,000 won:1	800:2	800 chai:1	800 chai rượu:1	800 triệu:1	800 triệu đồng:1	800-line:1	800-line which:1
800-number:1	800-number beneath:1	802:1	802 million:1	8086:1	8086 family:1	81.9:1	81.9 million:1	815,000:1	815,000 from:1
817.5:1	817.5 million:1	82:1	82 %:1	82.1:2	82.1 million:2	82.2:1	82.2 %:1	82.8:1	82.8 %:1
83:1	83 cents:1	84:2	84 %:1	84 yesterday:1	84.3:1	84.3 %:1	845:1	845 pence:1	85:5
85 %:1	85 million:3	85 still:1	850:2	850 face:1	850 pence:1	87.25:1	87.25 or:1	87.375:1	87.375 NULL:1
877:1	877 million:1	88:1	88 points:1	88-point:2	88-point rebound:1	88-point recovery:1	88-points:1	88-points day:1	88.12:5
88.12 points:2	88.12 to:2	88.12 transportation:1	88.3:1	88.3 million:1	89,300:1	89,300 tons:1	8:30:2	8:30 a.m:1	8:30 am:1
9:26	9 %:7	9 1\/4:1	9 3\/4:1	9 NULL:5	9 a.k.a.:1	9 a.m.:1	9 face:1	9 from:1	9 sang:1
9 sang đổ:1	9 through:1	9 tp:4	9 tp hcm:4	9 xác:1	9 xác định:1	9 đang:1	9 đang điều:1	9,3:1	9,3 tỷ:1
9,3 tỷ đồng:1	9,500:1	9,500 out:1	9-8:1	9-8 stranding:1	9.05:1	9.05 NULL:1	9.1:1	9.1 billion:1	9.29:1
9.29 NULL:1	9.3:1	9.3 million:1	9.33:1	9.33 a:1	9.375:1	9.375 NULL:1	9.39:1	9.39 %:1	9.4:2
9.4 %:1	9.4 million:1	9.43:1	9.43 a:1	9.45:1	9.45 million:1	9.50:2	9.50 for:1	9.50 from:1	9.6:1
9.6 %:1	9.60:1	9.60 NULL:1	9.80:1	9.80 a:1	9.83:1	9.83 %:1	9.92:1	9.92 a:1	90:6
90 days:2	90 million:2	90 minutes:1	90 seconds:1	90.6:2	90.6 %:1	90.6 million:1	900:19	900 billion:1	900 blair:1
900 call:1	900 click:1	900 line:1	900 megawatts:1	900 million:1	900 number:5	900 numbers:4	900 service:2	900 toll:1	900-interactive:1
900-interactive technology:1	91:2	91 cents:1	91 nations:1	92:1	92 pluses:1	93.1:1	93.1 million:1	94.9:1	94.9 million:1
941-105:1	941-105 NULL:1	95:1	95 million:1	95-37:1	95-37 with:1	955,000:1	955,000 or:1	959.3:2	959.3 million:2
96:1	96 1\/4:1	96.15:1	96.15 up:1	965:2	965 million:2	97:1	97 1\/4:1	97.75:1	97.75 last:1
975:1	975 to:1	98:6	98 1\/2:1	98 1\/8:1	98 26\/32:1	98 cents:3	98.30:1	98.30 up:1	99:5
99 %:1	99 1\/2:1	99 3\/4:1	99 7\/8:1	99 points:1	99.9:1	99.9 million:1	9:30:4	9:30 NULL:1	9:30 a.m.:3
9:45:2	9:45 procter:1	9:45 the:1	9\/32:1	9\/32 to:1	NULL:3502	NULL *:1	NULL * tên:1	NULL 000:5	NULL 000 usd:1
NULL 000 đồng:4	NULL 15:1	NULL 15 phút:1	NULL 500:1	NULL 500 bảng:1	NULL 800:1	NULL 800 chai:1	NULL 9.83:1	NULL NULL *:1	NULL NULL 000:5
NULL NULL 15:1	NULL NULL 500:1	NULL NULL 800:1	NULL NULL ai:1	NULL NULL alfred:1	NULL NULL anh:3	NULL NULL biết:1	NULL NULL bà:4	NULL NULL bác:1	NULL NULL bước:1
NULL NULL bạn:1	NULL NULL bảo:1	NULL NULL bất:1	NULL NULL bị:3	NULL NULL chánh:1	NULL NULL chúng:1	NULL NULL chỉ:1	NULL NULL chị:1	NULL NULL chờ:1	NULL NULL cuối:1
NULL NULL các:2	NULL NULL cáo:1	NULL NULL còn:1	NULL NULL có:3	NULL NULL cô:3	NULL NULL công:4	NULL NULL cùng:3	NULL NULL cảnh:2	NULL NULL cầm:1	NULL NULL cục:2
NULL NULL do:3	NULL NULL em:1	NULL NULL facebook:1	NULL NULL gia:1	NULL NULL hai:2	NULL NULL hoàng:2	NULL NULL hà:2	NULL NULL hàng:1	NULL NULL hôm:1	NULL NULL hơn:1
NULL NULL hồng:1	NULL NULL khi:4	NULL NULL khoảng:1	NULL NULL không:1	NULL NULL kiểm:1	NULL NULL liên:1	NULL NULL luống:1	NULL NULL lân:1	NULL NULL lê:1	NULL NULL lúc:3
NULL NULL lần:1	NULL NULL lệnh:1	NULL NULL lực:1	NULL NULL mang:1	NULL NULL mong:1	NULL NULL mỗi:1	NULL NULL một:4	NULL NULL mới:2	NULL NULL nam:3	NULL NULL ngay:2
NULL NULL ngoài:2	NULL NULL nguyên:2	NULL NULL nguyễn:2	NULL NULL ngày:7	NULL NULL người:3	NULL NULL nhanh:1	NULL NULL nhiều:1	NULL NULL nhóm:2	NULL NULL níu:2	NULL NULL nó:1
NULL NULL năm:3	NULL NULL nạn:1	NULL NULL nếu:1	NULL NULL nữ:3	NULL NULL phía:1	NULL NULL phòng:1	NULL NULL qua:2	NULL NULL quá:1	NULL NULL quốc:4	NULL NULL quỳnh:2
NULL NULL riêng:2	NULL NULL sang:4	NULL NULL sau:5	NULL NULL siêu:1	NULL NULL suốt:1	NULL NULL sáng:1	NULL NULL sợ:1	NULL NULL sức:1	NULL NULL thanh:1	NULL NULL theo:5
NULL NULL tháng:4	NULL NULL thắc:1	NULL NULL thế:1	NULL NULL trong:6	NULL NULL trên:1	NULL NULL trưa:2	NULL NULL trước:2	NULL NULL trả:1	NULL NULL tuy:4	NULL NULL tôi:1
NULL NULL tại:2	NULL NULL tối:2	NULL NULL tổng:1	NULL NULL từ:1	NULL NULL v:1	NULL NULL và:1	NULL NULL vài:1	NULL NULL vì:2	NULL NULL với:1	NULL NULL vụ:3
NULL NULL vừa:1	NULL NULL xem:1	NULL NULL xưng:1	NULL NULL  :3	NULL NULL  cảnh:1	NULL NULL  nữ:1	NULL NULL  thấy:1	NULL NULL  trưa:1	NULL NULL   giúp:1	NULL NULL  đến:1
NULL NULL  ảnh:1	NULL NULL ông:2	NULL NULL đang:1	NULL NULL điểm:1	NULL NULL đúng:1	NULL NULL được:1	NULL NULL đặc:2	NULL NULL đến:5	NULL NULL đồng:1	NULL NULL đội:1
NULL NULL ảnh:6	NULL \*:2	NULL \*\*:1	NULL a:67	NULL a.:1	NULL abc:1	NULL about:3	NULL absent:1	NULL absolutely:1	NULL according:7
